,date,open,high,low,close,volume
30,2024-06-17 10:35:00+00:00,178.36,178.38,178.36,178.38,1235.0
31,2024-06-17 10:40:00+00:00,178.4,178.74,178.4,178.5,10245.0
32,2024-06-17 10:45:00+00:00,178.51,178.51,178.47,178.48,1424.0
33,2024-06-17 10:50:00+00:00,178.52,178.73,178.52,178.66,13180.0
34,2024-06-17 10:55:00+00:00,178.62,178.63,178.56,178.58,3441.0
35,2024-06-17 11:00:00+00:00,178.56,178.7,178.16,178.16,33645.0
36,2024-06-17 11:05:00+00:00,178.25,178.3,178.15,178.3,8257.0
37,2024-06-17 11:10:00+00:00,178.27,178.56,178.27,178.479,11511.0
38,2024-06-17 11:15:00+00:00,178.42,178.42,178.35,178.35,8637.0
39,2024-06-17 11:20:00+00:00,178.31,178.5,178.24,178.5,9227.0
40,2024-06-17 11:25:00+00:00,178.49,178.52,178.49,178.5,7338.0
41,2024-06-17 11:30:00+00:00,178.53,178.55,178.3,178.35,10997.0
42,2024-06-17 11:35:00+00:00,178.41,178.41,178.33,178.4,5884.0
43,2024-06-17 11:40:00+00:00,178.4,178.4,178.3,178.3,5909.0
44,2024-06-17 11:45:00+00:00,178.33,178.36,178.0,178.0,31910.0
45,2024-06-17 11:50:00+00:00,177.94,178.19,177.8,177.87,21845.0
46,2024-06-17 11:55:00+00:00,177.87,178.0,177.84,177.93,15255.0
47,2024-06-17 12:00:00+00:00,178.45,179.7,177.565,177.88,195271.0
48,2024-06-17 12:05:00+00:00,177.9,177.9,177.6272,177.6272,58474.0
49,2024-06-17 12:10:00+00:00,177.65,177.9,177.51,177.51,65584.0
50,2024-06-17 12:15:00+00:00,177.5885,177.59,177.3,177.35,55481.0
51,2024-06-17 12:20:00+00:00,177.3005,177.65,177.3005,177.45,28263.0
52,2024-06-17 12:25:00+00:00,177.45,177.48,177.37,177.4,17103.0
53,2024-06-17 12:30:00+00:00,177.4,177.5,177.35,177.44,20683.0
54,2024-06-17 12:35:00+00:00,177.41,177.4597,176.75,176.78,71758.0
55,2024-06-17 12:40:00+00:00,176.75,176.98,176.5,176.66,76651.0
56,2024-06-17 12:45:00+00:00,176.66,176.76,176.54,176.63,53541.0
57,2024-06-17 12:50:00+00:00,176.7,176.74,176.5614,176.68,36462.0
58,2024-06-17 12:55:00+00:00,176.68,176.9,176.63,176.88,29164.0
59,2024-06-17 13:00:00+00:00,176.88,176.9872,176.56,176.72,37936.0
60,2024-06-17 13:05:00+00:00,176.75,177.22,176.73,177.16,38509.0
61,2024-06-17 13:10:00+00:00,177.24,177.48,177.14,177.29,47748.0
62,2024-06-17 13:15:00+00:00,177.25,177.49,177.2,177.2517,41664.0
63,2024-06-17 13:20:00+00:00,177.3069,177.51,177.2,177.3,39186.0
64,2024-06-17 13:25:00+00:00,177.35,178.0,177.3,177.95,79085.0
65,2024-06-17 13:30:00+00:00,177.92,180.3,177.0,180.1997,3568617.0
66,2024-06-17 13:35:00+00:00,180.195,180.94,179.7,180.1672,2596483.0
67,2024-06-17 13:40:00+00:00,180.18,180.7399,179.42,180.408,2257760.0
68,2024-06-17 13:45:00+00:00,180.42,181.62,180.4,180.8006,2478597.0
69,2024-06-17 13:50:00+00:00,180.86,181.5,180.44,181.065,1418943.0
70,2024-06-17 13:55:00+00:00,181.0433,181.27,180.32,180.915,1328659.0
71,2024-06-17 14:00:00+00:00,180.92,181.67,180.61,181.16,1636741.0
72,2024-06-17 14:05:00+00:00,181.165,181.4699,180.78,181.21,1058119.0
73,2024-06-17 14:10:00+00:00,181.19,181.49,180.68,181.1896,1102903.0
74,2024-06-17 14:15:00+00:00,181.16,181.74,181.03,181.63,1471397.0
75,2024-06-17 14:20:00+00:00,181.64,182.29,181.63,182.0201,1852645.0
76,2024-06-17 14:25:00+00:00,182.04,182.24,181.55,181.9672,1150866.0
77,2024-06-17 14:30:00+00:00,181.97,183.5499,181.91,183.415,2391978.0
78,2024-06-17 14:35:00+00:00,183.415,185.16,183.21,184.9816,3307865.0
79,2024-06-17 14:40:00+00:00,184.9784,185.189,184.37,185.11,2800508.0
80,2024-06-17 14:45:00+00:00,185.12,185.35,184.0201,184.0201,2165950.0
81,2024-06-17 14:50:00+00:00,184.02,184.9,183.82,184.74,1982140.0
82,2024-06-17 14:55:00+00:00,184.73,185.9099,184.51,185.84,1893084.0
83,2024-06-17 15:00:00+00:00,185.8459,186.549,185.7901,186.3583,2395426.0
84,2024-06-17 15:05:00+00:00,186.3602,186.64,185.89,186.09,1727771.0
85,2024-06-17 15:10:00+00:00,186.0999,186.13,184.75,185.015,1855580.0
86,2024-06-17 15:15:00+00:00,185.0,185.29,184.56,184.775,1336881.0
87,2024-06-17 15:20:00+00:00,184.775,185.45,184.4,185.215,1177499.0
88,2024-06-17 15:25:00+00:00,185.215,185.94,185.13,185.58,1356001.0
89,2024-06-17 15:30:00+00:00,185.56,186.39,185.44,186.3018,1386687.0
90,2024-06-17 15:35:00+00:00,186.3016,186.46,185.7103,185.99,1162393.0
91,2024-06-17 15:40:00+00:00,185.99,186.05,185.71,185.78,664607.0
92,2024-06-17 15:45:00+00:00,185.785,186.17,185.3,185.41,1148491.0
93,2024-06-17 15:50:00+00:00,185.41,185.7499,185.26,185.5343,707618.0
94,2024-06-17 15:55:00+00:00,185.5224,185.91,185.26,185.79,754829.0
95,2024-06-17 16:00:00+00:00,185.805,186.37,185.63,186.36,968462.0
96,2024-06-17 16:05:00+00:00,186.365,187.04,186.2221,186.93,1916896.0
97,2024-06-17 16:10:00+00:00,186.93,187.1587,186.24,186.55,1276272.0
98,2024-06-17 16:15:00+00:00,186.5464,186.69,186.25,186.5314,688890.0
99,2024-06-17 16:20:00+00:00,186.5201,186.66,186.15,186.2501,630443.0
100,2024-06-17 16:25:00+00:00,186.28,186.4,185.84,186.1677,908677.0
101,2024-06-17 16:30:00+00:00,186.18,186.56,185.75,185.9999,900877.0
102,2024-06-17 16:35:00+00:00,185.982,186.05,185.4,185.54,812029.0
103,2024-06-17 16:40:00+00:00,185.5499,185.66,185.17,185.2575,805227.0
104,2024-06-17 16:45:00+00:00,185.27,185.3,184.74,184.77,909453.0
105,2024-06-17 16:50:00+00:00,184.79,185.2,184.45,185.1,1153322.0
106,2024-06-17 16:55:00+00:00,185.1,185.3,184.82,184.96,664784.0
107,2024-06-17 17:00:00+00:00,184.98,185.65,184.94,185.625,772942.0
108,2024-06-17 17:05:00+00:00,185.61,185.67,185.2,185.6001,508639.0
109,2024-06-17 17:10:00+00:00,185.6,186.08,185.5,186.07,714616.0
110,2024-06-17 17:15:00+00:00,186.08,186.99,186.0701,186.93,1205041.0
111,2024-06-17 17:20:00+00:00,186.93,187.28,186.64,186.79,1329306.0
112,2024-06-17 17:25:00+00:00,186.795,187.25,186.56,187.1399,980605.0
113,2024-06-17 17:30:00+00:00,187.13,187.18,186.67,186.735,739676.0
114,2024-06-17 17:35:00+00:00,186.7499,187.17,186.7394,187.0,936856.0
115,2024-06-17 17:40:00+00:00,187.0,187.41,187.0,187.31,910775.0
116,2024-06-17 17:45:00+00:00,187.3,187.83,187.17,187.745,895097.0
117,2024-06-17 17:50:00+00:00,187.7462,188.75,187.7012,188.5903,1757186.0
118,2024-06-17 17:55:00+00:00,188.5903,188.73,188.33,188.63,1058818.0
119,2024-06-17 18:00:00+00:00,188.648,188.72,188.32,188.52,1009077.0
120,2024-06-17 18:05:00+00:00,188.5233,188.81,188.32,188.54,1052148.0
121,2024-06-17 18:10:00+00:00,188.53,188.74,188.1,188.136,814987.0
122,2024-06-17 18:15:00+00:00,188.13,188.2,187.3788,187.54,1196231.0
123,2024-06-17 18:20:00+00:00,187.54,187.59,187.33,187.47,693717.0
124,2024-06-17 18:25:00+00:00,187.4601,187.65,186.92,187.1,975821.0
125,2024-06-17 18:30:00+00:00,187.11,187.15,186.61,186.7,806296.0
126,2024-06-17 18:35:00+00:00,186.7,186.7,186.25,186.43,964322.0
127,2024-06-17 18:40:00+00:00,186.435,187.13,186.35,187.03,1151610.0
128,2024-06-17 18:45:00+00:00,187.0395,187.75,186.95,187.728,1098012.0
129,2024-06-17 18:50:00+00:00,187.7236,187.9299,187.56,187.79,776939.0
130,2024-06-17 18:55:00+00:00,187.78,187.86,187.511,187.6053,687128.0
131,2024-06-17 19:00:00+00:00,187.6,187.65,186.7454,186.7454,885180.0
132,2024-06-17 19:05:00+00:00,186.7508,187.17,186.71,187.15,704993.0
133,2024-06-17 19:10:00+00:00,187.14,187.74,187.12,187.58,795358.0
134,2024-06-17 19:15:00+00:00,187.5699,187.77,187.51,187.655,732968.0
135,2024-06-17 19:20:00+00:00,187.6599,188.365,187.55,188.335,1251204.0
136,2024-06-17 19:25:00+00:00,188.3238,188.55,188.24,188.42,898768.0
137,2024-06-17 19:30:00+00:00,188.42,188.69,188.01,188.055,1258078.0
138,2024-06-17 19:35:00+00:00,188.05,188.39,187.59,188.09,1710039.0
139,2024-06-17 19:40:00+00:00,188.08,188.36,188.07,188.29,823025.0
140,2024-06-17 19:45:00+00:00,188.29,188.31,187.42,188.0923,1298270.0
141,2024-06-17 19:50:00+00:00,188.08,188.75,188.07,188.36,2041474.0
142,2024-06-17 19:55:00+00:00,188.35,188.37,187.3,187.52,2369730.0
143,2024-06-17 20:00:00+00:00,187.44,187.5,187.2,187.27,365928.0
144,2024-06-17 20:05:00+00:00,187.31,187.44,187.23,187.4,133400.0
145,2024-06-17 20:10:00+00:00,187.4,187.43,187.31,187.37,24100.0
146,2024-06-17 20:15:00+00:00,187.37,187.37,187.31,187.36,30922.0
147,2024-06-17 20:20:00+00:00,187.36,187.37,187.35,187.3698,25215.0
148,2024-06-17 20:25:00+00:00,187.36,187.44,187.23,187.27,111993.0
149,2024-06-17 20:30:00+00:00,187.26,187.31,187.24,187.25,17214.0
150,2024-06-17 20:35:00+00:00,187.23,187.25,186.83,186.84,49143.0
151,2024-06-17 20:40:00+00:00,186.85,187.14,186.84,187.05,21446.0
152,2024-06-17 20:45:00+00:00,187.07,187.11,187.04,187.06,15016.0
153,2024-06-17 20:50:00+00:00,187.06,187.07,186.9502,187.02,22171.0
154,2024-06-17 20:55:00+00:00,187.02,187.21,187.02,187.2,188341.0
155,2024-06-17 21:00:00+00:00,187.11,187.5,182.0,182.0,32750.0
156,2024-06-17 21:05:00+00:00,187.34,187.4,187.15,187.18,15182.0
157,2024-06-17 21:10:00+00:00,187.15,187.2,187.15,187.15,5853.0
158,2024-06-17 21:15:00+00:00,187.15,187.27,187.15,187.21,14980.0
159,2024-06-17 21:20:00+00:00,187.21,187.23,187.1232,187.1232,10247.0
160,2024-06-17 21:25:00+00:00,187.15,187.2,187.12,187.17,6098.0
161,2024-06-17 21:30:00+00:00,187.1724,187.3,187.1603,187.17,10454.0
162,2024-06-17 21:35:00+00:00,187.1992,187.3,187.1992,187.25,7210.0
163,2024-06-17 21:40:00+00:00,187.2307,187.28,187.2307,187.26,3881.0
164,2024-06-17 21:45:00+00:00,187.2393,187.2999,187.23,187.2404,5212.0
165,2024-06-17 21:50:00+00:00,187.24,187.25,187.1004,187.2,10829.0
166,2024-06-17 21:55:00+00:00,187.25,187.29,187.15,187.21,10991.0
167,2024-06-17 22:00:00+00:00,187.22,187.28,187.14,187.27,8871.0
168,2024-06-17 22:05:00+00:00,187.23,187.29,187.2,187.2,7130.0
169,2024-06-17 22:10:00+00:00,187.2,187.26,187.12,187.23,7944.0
170,2024-06-17 22:15:00+00:00,187.22,187.44,187.1739,187.25,20712.0
171,2024-06-17 22:20:00+00:00,187.2206,187.3,187.2206,187.29,3965.0
172,2024-06-17 22:25:00+00:00,187.28,187.3,187.23,187.3,4190.0
173,2024-06-17 22:30:00+00:00,187.27,187.31,187.2401,187.26,5548.0
174,2024-06-17 22:35:00+00:00,187.25,187.3,187.25,187.2985,5472.0
175,2024-06-17 22:40:00+00:00,187.3,187.4,187.3,187.4,12507.0
176,2024-06-17 22:45:00+00:00,187.37,187.43,187.3696,187.39,9115.0
177,2024-06-17 22:50:00+00:00,187.39,187.42,187.34,187.4,8780.0
178,2024-06-17 22:55:00+00:00,187.4,187.4,187.32,187.34,5109.0
179,2024-06-17 23:00:00+00:00,187.36,187.36,187.32,187.32,3717.0
180,2024-06-17 23:05:00+00:00,187.3129,187.35,187.26,187.26,12348.0
181,2024-06-17 23:10:00+00:00,187.26,187.32,187.26,187.28,4066.0
182,2024-06-17 23:15:00+00:00,187.27,187.27,187.2,187.2,12432.0
183,2024-06-17 23:20:00+00:00,187.2003,187.3,187.19,187.3,14336.0
184,2024-06-17 23:25:00+00:00,187.29,187.39,187.27,187.2701,12775.0
185,2024-06-17 23:30:00+00:00,187.3,187.35,187.27,187.27,2519.0
186,2024-06-17 23:35:00+00:00,187.25,187.3,187.21,187.25,13448.0
187,2024-06-17 23:40:00+00:00,187.28,187.35,187.25,187.35,12157.0
188,2024-06-17 23:45:00+00:00,187.3201,187.39,187.3201,187.39,11746.0
189,2024-06-17 23:50:00+00:00,187.39,187.44,187.35,187.38,19980.0
190,2024-06-17 23:55:00+00:00,187.39,187.73,187.37,187.7,36210.0
191,2024-06-18 08:00:00+00:00,188.0,188.52,187.44,188.17,27069.0
192,2024-06-18 08:05:00+00:00,188.1,188.37,188.1,188.24,9751.0
193,2024-06-18 08:10:00+00:00,188.28,188.4,188.28,188.39,10417.0
194,2024-06-18 08:15:00+00:00,188.37,188.42,188.37,188.41,11436.0
195,2024-06-18 08:20:00+00:00,188.41,188.41,188.18,188.27,11674.0
196,2024-06-18 08:25:00+00:00,188.27,188.35,188.27,188.28,4120.0
197,2024-06-18 08:30:00+00:00,188.27,188.27,188.18,188.25,5063.0
198,2024-06-18 08:35:00+00:00,188.33,188.95,188.33,188.8,24632.0
199,2024-06-18 08:40:00+00:00,188.89,188.9,188.17,188.27,24992.0
200,2024-06-18 08:45:00+00:00,188.23,188.42,188.07,188.3,14778.0
201,2024-06-18 08:50:00+00:00,188.3,188.46,188.3,188.36,5700.0
202,2024-06-18 08:55:00+00:00,188.4,188.4,188.26,188.26,4277.0
203,2024-06-18 09:00:00+00:00,188.3,188.31,188.3,188.31,2785.0
204,2024-06-18 09:05:00+00:00,188.33,188.45,188.33,188.45,4416.0
205,2024-06-18 09:10:00+00:00,188.45,188.47,188.33,188.4,4851.0
206,2024-06-18 09:15:00+00:00,188.4,188.4,188.32,188.32,11036.0
207,2024-06-18 09:20:00+00:00,188.31,188.4,188.28,188.36,8739.0
208,2024-06-18 09:25:00+00:00,188.4,188.4,188.34,188.4,4920.0
209,2024-06-18 09:30:00+00:00,188.4,188.4,188.05,188.05,7884.0
210,2024-06-18 09:35:00+00:00,188.07,188.17,187.9,188.05,9911.0
211,2024-06-18 09:40:00+00:00,188.02,188.06,188.0,188.02,5906.0
212,2024-06-18 09:45:00+00:00,188.02,188.14,188.02,188.14,2234.0
213,2024-06-18 09:50:00+00:00,188.17,188.19,188.13,188.13,3506.0
214,2024-06-18 09:55:00+00:00,188.06,188.06,187.93,187.93,6488.0
215,2024-06-18 10:00:00+00:00,187.93,187.93,187.8,187.82,7269.0
216,2024-06-18 10:10:00+00:00,187.85,187.9,187.85,187.89,3472.0
217,2024-06-18 10:15:00+00:00,187.87,187.93,187.87,187.87,5428.0
218,2024-06-18 10:20:00+00:00,187.88,187.98,187.88,187.98,2406.0
219,2024-06-18 10:25:00+00:00,187.96,188.0,187.94,188.0,2882.0
220,2024-06-18 10:30:00+00:00,187.98,188.0,187.7,187.7,15144.0
221,2024-06-18 10:35:00+00:00,187.7,187.74,187.64,187.64,6378.0
222,2024-06-18 10:40:00+00:00,187.66,187.66,187.3,187.3,24640.0
223,2024-06-18 10:45:00+00:00,187.26,187.34,187.26,187.3,11157.0
224,2024-06-18 10:50:00+00:00,187.24,187.27,186.89,187.25,27058.0
225,2024-06-18 10:55:00+00:00,187.28,187.28,186.99,186.99,19629.0
226,2024-06-18 11:00:00+00:00,186.99,187.3,186.95,187.2,71668.0
227,2024-06-18 11:05:00+00:00,187.2,187.25,186.25,186.34,84966.0
228,2024-06-18 11:10:00+00:00,186.31,186.88,186.2,186.76,56168.0
229,2024-06-18 11:15:00+00:00,186.8,187.25,186.7,187.25,32048.0
230,2024-06-18 11:20:00+00:00,187.2,187.29,186.8,186.81,19394.0
231,2024-06-18 11:25:00+00:00,186.76,186.76,186.33,186.5,42147.0
232,2024-06-18 11:30:00+00:00,186.51,186.61,186.3,186.3,27372.0
233,2024-06-18 11:35:00+00:00,186.32,186.65,186.3,186.33,26681.0
234,2024-06-18 11:40:00+00:00,186.4,186.6,186.4,186.57,7857.0
235,2024-06-18 11:45:00+00:00,186.63,186.72,186.63,186.65,5577.0
236,2024-06-18 11:50:00+00:00,186.641,187.18,186.641,187.0,25646.0
237,2024-06-18 11:55:00+00:00,186.86,186.88,186.65,186.8,14134.0
238,2024-06-18 12:00:00+00:00,186.95,188.5,186.2,186.9694,242033.0
239,2024-06-18 12:05:00+00:00,186.97,187.2,186.9,187.06,35668.0
240,2024-06-18 12:10:00+00:00,187.02,187.06,186.8311,186.94,19110.0
241,2024-06-18 12:15:00+00:00,186.99,187.34,186.9802,187.1605,39609.0
242,2024-06-18 12:20:00+00:00,187.13,187.2,186.9,187.1506,27317.0
243,2024-06-18 12:25:00+00:00,187.2,187.24,187.09,187.1735,21769.0
244,2024-06-18 12:30:00+00:00,187.17,187.43,186.4,186.83,281221.0
245,2024-06-18 12:35:00+00:00,186.84,187.09,186.68,187.09,45875.0
246,2024-06-18 12:40:00+00:00,187.0,187.1197,186.87,187.1,59470.0
247,2024-06-18 12:45:00+00:00,187.12,187.69,187.12,187.52,76944.0
248,2024-06-18 12:50:00+00:00,187.49,187.49,187.23,187.38,42497.0
249,2024-06-18 12:55:00+00:00,187.36,187.6342,187.36,187.5011,57370.0
250,2024-06-18 13:00:00+00:00,187.51,187.5299,186.8492,186.9,77338.0
251,2024-06-18 13:05:00+00:00,186.99,187.1999,186.9,187.01,30223.0
252,2024-06-18 13:10:00+00:00,187.0494,187.05,186.6003,186.8,54539.0
253,2024-06-18 13:15:00+00:00,186.91,187.35,186.69,187.245,39090.0
254,2024-06-18 13:20:00+00:00,187.18,187.44,187.0,187.12,59415.0
255,2024-06-18 13:25:00+00:00,187.18,187.27,186.45,186.69,79785.0
256,2024-06-18 13:30:00+00:00,186.56,187.2,184.55,184.794,3723006.0
257,2024-06-18 13:35:00+00:00,184.8,185.5,184.38,185.09,2405359.0
258,2024-06-18 13:40:00+00:00,185.11,186.19,184.13,184.245,2521437.0
259,2024-06-18 13:45:00+00:00,184.26,184.31,183.23,184.22,2850909.0
260,2024-06-18 13:50:00+00:00,184.21,185.05,184.2,184.845,1914207.0
261,2024-06-18 13:55:00+00:00,184.8336,185.63,184.47,184.5699,1753525.0
262,2024-06-18 14:00:00+00:00,184.5699,184.6,183.82,184.04,1695807.0
263,2024-06-18 14:05:00+00:00,184.0191,184.54,183.57,183.7856,1438702.0
264,2024-06-18 14:10:00+00:00,183.8,184.5,183.46,184.29,1287795.0
265,2024-06-18 14:15:00+00:00,184.2852,184.4,183.58,183.665,1084770.0
266,2024-06-18 14:20:00+00:00,183.64,184.2,183.5,183.89,1006341.0
267,2024-06-18 14:25:00+00:00,183.89,184.25,183.46,183.4904,1236312.0
268,2024-06-18 14:30:00+00:00,183.48,183.95,183.2301,183.5501,1136187.0
269,2024-06-18 14:35:00+00:00,183.5546,183.87,183.25,183.31,1154382.0
270,2024-06-18 14:40:00+00:00,183.33,183.52,182.5646,182.67,1735478.0
271,2024-06-18 14:45:00+00:00,182.68,183.04,182.43,182.95,1468611.0
272,2024-06-18 14:50:00+00:00,182.94,183.0892,182.41,182.4201,1162186.0
273,2024-06-18 14:55:00+00:00,182.425,183.38,182.37,183.0679,1327599.0
274,2024-06-18 15:00:00+00:00,183.08,183.615,182.97,182.99,1022542.0
275,2024-06-18 15:05:00+00:00,182.97,183.57,182.8,183.4197,771373.0
276,2024-06-18 15:10:00+00:00,183.39,183.89,183.2,183.865,1036321.0
277,2024-06-18 15:15:00+00:00,183.86,184.12,183.8301,183.91,835099.0
278,2024-06-18 15:20:00+00:00,183.9,184.0821,183.81,183.8201,593228.0
279,2024-06-18 15:25:00+00:00,183.83,183.94,183.08,183.27,1102803.0
280,2024-06-18 15:30:00+00:00,183.27,183.44,182.92,183.2686,776484.0
281,2024-06-18 15:35:00+00:00,183.266,183.3986,183.01,183.1887,540382.0
282,2024-06-18 15:40:00+00:00,183.1701,183.33,182.93,183.06,653063.0
283,2024-06-18 15:45:00+00:00,183.07,183.9176,182.8,183.89,860526.0
284,2024-06-18 15:50:00+00:00,183.91,183.9819,183.71,183.7931,555411.0
285,2024-06-18 15:55:00+00:00,183.81,183.95,183.64,183.78,321316.0
286,2024-06-18 16:00:00+00:00,183.75,184.28,183.71,184.1799,765647.0
287,2024-06-18 16:05:00+00:00,184.16,184.24,183.91,183.97,466710.0
288,2024-06-18 16:10:00+00:00,183.98,184.43,183.82,184.2299,607169.0
289,2024-06-18 16:15:00+00:00,184.23,184.43,184.2,184.3549,377467.0
290,2024-06-18 16:20:00+00:00,184.36,184.9,184.3515,184.6015,831085.0
291,2024-06-18 16:25:00+00:00,184.6053,184.8899,184.58,184.67,449547.0
292,2024-06-18 16:30:00+00:00,184.66,184.6899,184.14,184.33,699032.0
293,2024-06-18 16:35:00+00:00,184.32,184.35,183.8801,184.2106,567742.0
294,2024-06-18 16:40:00+00:00,184.2041,184.27,183.68,183.8,600268.0
295,2024-06-18 16:45:00+00:00,183.79,184.06,183.64,184.01,479282.0
296,2024-06-18 16:50:00+00:00,184.0,184.03,183.82,183.9201,319537.0
297,2024-06-18 16:55:00+00:00,183.93,184.29,183.91,184.2,494609.0
298,2024-06-18 17:00:00+00:00,184.18,184.5399,184.18,184.33,447097.0
299,2024-06-18 17:05:00+00:00,184.325,184.57,184.25,184.5,335029.0
300,2024-06-18 17:10:00+00:00,184.4997,184.64,184.2515,184.58,448726.0
301,2024-06-18 17:15:00+00:00,184.5824,184.7,184.45,184.5372,361465.0
302,2024-06-18 17:20:00+00:00,184.5311,185.1788,184.36,185.06,850935.0
303,2024-06-18 17:25:00+00:00,185.05,185.2,184.5821,184.6672,548597.0
304,2024-06-18 17:30:00+00:00,184.6676,185.0299,184.6301,184.9856,375908.0
305,2024-06-18 17:35:00+00:00,184.9959,185.1276,184.9,185.08,341998.0
306,2024-06-18 17:40:00+00:00,185.09,185.35,185.08,185.17,447882.0
307,2024-06-18 17:45:00+00:00,185.18,185.28,184.7405,184.8501,467365.0
308,2024-06-18 17:50:00+00:00,184.8658,185.09,184.45,184.54,599699.0
309,2024-06-18 17:55:00+00:00,184.5399,184.86,184.49,184.665,439867.0
310,2024-06-18 18:00:00+00:00,184.68,184.78,183.836,184.165,790336.0
311,2024-06-18 18:05:00+00:00,184.165,184.59,184.1,184.57,499051.0
312,2024-06-18 18:10:00+00:00,184.56,184.8699,184.55,184.6746,484924.0
313,2024-06-18 18:15:00+00:00,184.65,184.92,184.5401,184.8601,364427.0
314,2024-06-18 18:20:00+00:00,184.8729,184.96,184.73,184.79,394871.0
315,2024-06-18 18:25:00+00:00,184.8,185.1,184.66,185.04,468184.0
316,2024-06-18 18:30:00+00:00,185.045,185.09,184.91,185.01,317628.0
317,2024-06-18 18:35:00+00:00,185.0199,185.02,184.7,184.7469,371249.0
318,2024-06-18 18:40:00+00:00,184.76,185.01,184.75,184.8422,299130.0
319,2024-06-18 18:45:00+00:00,184.82,185.03,184.8,184.8,311157.0
320,2024-06-18 18:50:00+00:00,184.81,184.93,184.63,184.66,291580.0
321,2024-06-18 18:55:00+00:00,184.65,185.0792,184.65,184.8842,460085.0
322,2024-06-18 19:00:00+00:00,184.88,185.08,184.6,185.0219,684674.0
323,2024-06-18 19:05:00+00:00,185.03,185.06,184.8615,184.915,338496.0
324,2024-06-18 19:10:00+00:00,184.9119,185.0,184.722,184.8585,305811.0
325,2024-06-18 19:15:00+00:00,184.84,184.91,184.78,184.8782,220794.0
326,2024-06-18 19:20:00+00:00,184.88,184.98,184.68,184.7712,320578.0
327,2024-06-18 19:25:00+00:00,184.78,184.78,184.39,184.4299,444563.0
328,2024-06-18 19:30:00+00:00,184.4,184.5292,184.17,184.37,584292.0
329,2024-06-18 19:35:00+00:00,184.3699,184.58,184.25,184.55,312796.0
330,2024-06-18 19:40:00+00:00,184.53,184.73,184.45,184.72,381601.0
331,2024-06-18 19:45:00+00:00,184.72,184.84,184.4,184.42,515889.0
332,2024-06-18 19:50:00+00:00,184.45,185.08,184.45,184.895,698133.0
333,2024-06-18 19:55:00+00:00,184.89,185.1,184.7701,184.881,1026942.0
334,2024-06-18 20:00:00+00:00,184.86,184.95,184.7,184.95,480105.0
335,2024-06-18 20:05:00+00:00,184.92,184.94,184.77,184.83,17322.0
336,2024-06-18 20:10:00+00:00,184.84,184.86,184.8,184.86,12391.0
337,2024-06-18 20:15:00+00:00,184.87,184.95,184.87,184.9298,9856.0
338,2024-06-18 20:20:00+00:00,184.95,184.98,184.65,184.8,20686.0
339,2024-06-18 20:25:00+00:00,184.8,184.8,184.76,184.8,3902.0
340,2024-06-18 20:30:00+00:00,184.78,184.79,184.7,184.7,7607.0
341,2024-06-18 20:35:00+00:00,184.72,184.86,184.7,184.8,16628.0
